"cut_time","1st_shot_frame"
1167.64,29191
1169.8,29245
1171.64,29291
1173,29325
1174.44,29361
1175.48,29387
1177.8,29445
1178.68,29467
1180.4,29510
1189.56,29739
1192.12,29803
1194,29850
1201.8,30045
1210.76,30269
1218.24,30456
1219.12,30478
1219.96,30499
1222.48,30562
1226.68,30667
1231.12,30778
1232.84,30821
1235.88,30897
1241.04,31026
1241.92,31048
1244.84,31121
1250.84,31271
1253.72,31343
1261.28,31532
1265.88,31647
1268.84,31721
1270.76,31769
1273.52,31838
1277.08,31927
1279.28,31982
1284.28,32107
1292.56,32314
1297.84,32446
1300.64,32516
1302.88,32572
1306.24,32656
1310.8,32770
1314.44,32861
1319.84,32996
1323.2,33080
1324.16,33104
1329.56,33239
1384.8,34620
1397.72,34943
1440.08,36002
1446.92,36173
1452.6,36315
1457.76,36444
1482.6,37065
1491.96,37299
1515.44,37886
1525.28,38132
1528.6,38215
1531.96,38299
1533.32,38333
1534.68,38367
1540.16,38504
1545.2,38630
1549.6,38740
1556.4,38910
1576.24,39406
1580.04,39501
1588.4,39710
1594.32,39858
1599.2,39980
1619.08,40477
1623.28,40582
1628,40700
1634.12,40853
1643.4,41085
1645.52,41138
1658.52,41463
1661.16,41529
1667.48,41687
1681.84,42046
1683.76,42094
1685.8,42145
1690.12,42253
1692.48,42312
1735.44,43386
1739.52,43488
1744.8,43620
1759.12,43978
1796.4,44910
1845.52,46138
1856.36,46409
1871.8,46795
1876.6,46915
1898.4,47460
1901.68,47542
1907.32,47683
1915.8,47895
1951.44,48786
1952.56,48814
1966.76,49169
1978.44,49461
1984.48,49612
1990.32,49758
1993.48,49837
1998.8,49970
2001.44,50036
2002.88,50072
2004.8,50120
2005.44,50136
2013.64,50341
2017.16,50429
2020.28,50507
2025,50625
2028.96,50724
2037.96,50949
2041.88,51047
2045.32,51133
2049.52,51238
2073.24,51831
2083.12,52078
2089.6,52240
2103.28,52582
2105.68,52642
2107.28,52682
2111.36,52784
2112.92,52823
2115.72,52893
2127.4,53185
2131.64,53291
2135.64,53391
2137.12,53428
2138.52,53463
2142.36,53559
2146.12,53653
2147.64,53691
2150.6,53765
2166.48,54162
2193.16,54829
2217.68,55442
2256.84,56421
2261.48,56537
2266.04,56651
2279.28,56982
2281.28,57032
2286.72,57168
2306.48,57662
2308.96,57724
2310.44,57761
2312.04,57801
2313.2,57830
2315.28,57882
2359.56,58989
2367.88,59197
2375.36,59384
2386.72,59668
2396.68,59917
2398.72,59968
2405.88,60147
2421.16,60529
2423.04,60576
2431.08,60777
2434.28,60857
2441.28,61032
2442.88,61072
2445.92,61148
2447.44,61186
2449.04,61226
2451.2,61280
2455.32,61383
2461,61525
2463.84,61596
2476.88,61922
2488.6,62215
2499.2,62480
2505.16,62629
2508.96,62724
2511.68,62792
2516.72,62918
2583,64575
2600.84,65021
2611.56,65289
2618.76,65469
2660.32,66508
2666.12,66653
2667.84,66696
2669.2,66730
2670.6,66765
2678.72,66968
2681.04,67026
2684.84,67121
2686.64,67166
2687.44,67186
2689,67225
2691.16,67279
2692.64,67316
2693.6,67340
2699.6,67490
2701.28,67532
2702.44,67561
2703.28,67582
2704.44,67611
2706.2,67655
2706.88,67672
2708.32,67708
2709.12,67728
2710.72,67768
2712.16,67804
2715.28,67882
2723,68075
2726.92,68173
2744,68600
2761.76,69044
2780.48,69512
2782.28,69557
2783.36,69584
2789.48,69737
2791.2,69780
2797.64,69941
2808.44,70211
2812.76,70319
2818.24,70456
2821.12,70528
2823.28,70582
2826.185,70654.625
2830.921,70773.025
2856.24,71406
2865.4,71635
2871.6,71790
2876.24,71906
2877.92,71948
2881.24,72031
2883.92,72098
2889.04,72226
2896.24,72406
2901.08,72527
2908.2,72705
2914.24,72856
2921.52,73038
2929.92,73248
2938.12,73453
2939.96,73499
2965.04,74126
2970.473,74261.825
2976.72,74418
3001.8,75045
3013.12,75328
3027.84,75696
3041.44,76036
3059.8,76495
3073.72,76843
3093.92,77348
3125.64,78141
3140.68,78517
3155.92,78898
3164.6,79115
3171.24,79281
3225.56,80639
3231.48,80787
3234.96,80874
3251.8,81295
3267.76,81694
3276.52,81913
3294,82350
3297.56,82439
3302.4,82560
3305.76,82644
3307.72,82693
3309.4,82735
3314.84,82871
3316.76,82919
3323.56,83089
3327.32,83183
3328.68,83217
3329.6,83240
3330.6,83265
3334.64,83366
3348.12,83703
3358.52,83963
3360.24,84006
3369.32,84233
3397.68,84942
3403.28,85082
3410.56,85264
3413.6,85340
3416.6,85415
3418,85450
3438.4,85960
3443.08,86077
3445.44,86136
3449.2,86230
3454.96,86374
3458.6,86465
3477.88,86947
3487.8,87195
3490.28,87257
3500.76,87519
3504.2,87605
3507.4,87685
3509.28,87732
3511.84,87796
3515.96,87899
3519.84,87996
3525.92,88148
3535.84,88396
3543.04,88576
3544.2,88605
3546.16,88654
3548.04,88701
3549.68,88742
3552.08,88802
3554.24,88856
3556.16,88904
3558.08,88952
3559.24,88981
3563.88,89097
3567.56,89189
3578.4,89460
3587.08,89677
3593.52,89838
3639.44,90986
3643.16,91079
3645.2,91130
3645.88,91147
3646.96,91174
3652.6,91315
3653.8,91345
3654.28,91357
3654.92,91373
3655.6,91390
3656.16,91404
3657.68,91442
3658.88,91472
3661.32,91533
3662.6,91565
3663.8,91595
3680.32,92008
3682.96,92074
3692.84,92321
3694.44,92361
3698,92450
3700.6,92515
3752.08,93802
3754.36,93859
3756.72,93918
3763.96,94099
3772.68,94317
3774.92,94373
3776.36,94409
3777.72,94443
3785.44,94636
3806.04,95151
3817.88,95447
3832.4,95810
3844.8,96120
3850.44,96261
3857,96425
3860.04,96501
3863.56,96589
3868.4,96710
3871.92,96798
3880.04,97001
3881.44,97036
3882.8,97070
3884.08,97102
3886.04,97151
3887.4,97185
3888.52,97213
3893.92,97348
3894.8,97370
3896.28,97407
3897.84,97446
3900.24,97506
3905.08,97627
3911.8,97795
3938.4,98460
3941.44,98536
3946.96,98674
3950.16,98754
3952.48,98812
3957.88,98947
3958.04,98951
3959.96,98999
3962.88,99072
3966.28,99157
3974.64,99366
3986.32,99658
3992.56,99814
3994.76,99869
4000.88,100022
4004.4,100110
4020.6,100515
4031.16,100779
4033.76,100844
4038.68,100967
4043.4,101085
4054.6,101365
4056.88,101422
4063.28,101582
4065.72,101643
4069.08,101727
4070.44,101761
4071.52,101788
4072.88,101822
4075.12,101878
4076,101900
4078.44,101961
4089.08,102227
4112,102800
4117.32,102933
4124.04,103101
4131.76,103294
4134.96,103374
4138.52,103463
4144.12,103603
4159.92,103998
4163.28,104082
4190,104750
4195.24,104881
4200.68,105017
4207.96,105199
4210.4,105260
4212.08,105302
4213.16,105329
4310.08,107752
4342.88,108572
4374.2,109355
4378.84,109471
4391.12,109778
4408.52,110213
4431.4,110785
4452.72,111318
4487.92,112198
4504.04,112601
4507.6,112690
4544.32,113608
4554.96,113874
4559.32,113983
4561.56,114039
4563.4,114085
4566.88,114172
4571.68,114292
4588.6,114715
4597.72,114943
4604.68,115117
4614.48,115362
4629.04,115726
4644.96,116124
4658.88,116472
4681.2,117030
4689.04,117226
4708.36,117709
4713.8,117845
4737.2,118430
4742.28,118557
4749.4,118735
4761.96,119049
4764.44,119111
4768,119200
4770.96,119274
4772.72,119318
4774.8,119370
4776.16,119404
4782.52,119563
4800.6,120015
4818.76,120469
4830.36,120759
4832.8,120820
4837.72,120943
4839.44,120986
4840.96,121024
4844,121100
4850,121250
4871,121775
4873.32,121833
4875.4,121885
4884.08,122102
4889.56,122239
4897.44,122436
4900.44,122511
4902.56,122564
4916.96,122924
4922.68,123067
4935.4,123385
4943.48,123587
4951.16,123779
4973.56,124339
4982.16,124554
4989.16,124729
5014.44,125361
5031.72,125793
5043.96,126099
5047.8,126195
5053.24,126331
5058.76,126469
5064.56,126614
5066.6,126665
5074.16,126854
5084.6,127115
5087.04,127176
5090.08,127252
5091.36,127284
5092.8,127320
5099.68,127492
5118.64,127966
5123.24,128081
5141.32,128533
5144.84,128621
5161.96,129049
5163.88,129097
5166.76,129169
5168.48,129212
5171.08,129277
5177.4,129435
5178.76,129469
5181.4,129535
5182.68,129567
5193.08,129827
5197.96,129949
5207.84,130196
5237.76,130944
5242.36,131059
5253.04,131326
5257.32,131433
5263.16,131579
5272.52,131813
5278.8,131970
5290.4,132260
5292.08,132302
5298.48,132462
5307.2,132680
5318.04,132951
5327,133175
5349.12,133728
5368.04,134201
5381.76,134544
5387.48,134687
5390.24,134756
5399.64,134991
5401.88,135047
5404.2,135105
5409.32,135233
5411.36,135284
5414.36,135359
5417.48,135437
5422.84,135571
5429.92,135748
5445.84,136146
5463.72,136593
5474,136850
5481.4,137035
5488.68,137217
5508.04,137701
5548.56,138714
5560.96,139024
5565.32,139133
5569.36,139234
5573.96,139349
5579.24,139481
5581.52,139538
5592.68,139817
5594.64,139866
5598.08,139952
5601.72,140043
5605.04,140126
5609.04,140226
5630,140750
5651.48,141287
5662.64,141566
5679.64,141991
5689.4,142235
5706.56,142664
5720.04,143001
5728.68,143217
5737,143425
5756.4,143910
5772.72,144318
5779.28,144482
5785.92,144648
5790.52,144763
5798.84,144971
5804.44,145111
5810.8,145270
5815,145375
5824.72,145618
5836.24,145906
5841.6,146040
5847.24,146181
5850.52,146263
5853.56,146339
5862.96,146574
5869.88,146747
5877.36,146934
5884.28,147107
5894.32,147358
5900.36,147509
5906.64,147666
5908.88,147722
5922.32,148058
5938.96,148474
5940.6,148515
5945.08,148627
5950.44,148761
5962.48,149062
5967.84,149196
5973.36,149334
5980.16,149504
6012.2,150305
6015.4,150385
6036.76,150919
6041.72,151043
6045.64,151141
6078.24,151956
6088,152200
6106.76,152669
6134.68,153367
6141.12,153528
6153.68,153842
6190,154750
6200.12,155003
6202.32,155058
6205.44,155136
6207.16,155179
6228.48,155712
6232.24,155806
6238.04,155951
6245.52,156138
6284.56,157114
6287.96,157199
6298.96,157474
6302.08,157552
6303.92,157598
6311.36,157784
6339,158475
6343.2,158580
6355.2,158880
6359.32,158983
6391.08,159777
6405.84,160146
6411.92,160298
6418.04,160451
6441.68,161042
6462.32,161558
6466.48,161662
6474.04,161851
6512,162800
6515.72,162893
6518,162950
6521.16,163029
6525.56,163139
6533.76,163344
6536.32,163408
6543.76,163594
6551.28,163782
6554.4,163860
6560.52,164013
6565.32,164133
6567.4,164185
6575.64,164391
6580.04,164501
6582.08,164552
6584.44,164611
6599.4,164985
6613.64,165341
6622.4,165560
6629.52,165738
6632.4,165810
6652.08,166302
6658.76,166469
6670.4,166760
6671.88,166797
6676.28,166907
6684.68,167117
6692.96,167324
6696.28,167407
6709,167725
6711.84,167796
6715.8,167895
6720.84,168021
6724.28,168107
6727.36,168184
6729.56,168239
6732.28,168307
6739.2,168480
6746.12,168653
6754.68,168867
6759.92,168998
6765.88,169147
6771.24,169281
6778.24,169456
6786.8,169670
6800.56,170014
6807.28,170182
6813.6,170340
6839.08,170977
6843.96,171099
6855.48,171387
6919.24,172981
6944.84,173621
6952.16,173804
6961.56,174039
6965.68,174142
6968.32,174208
6974.68,174367
6977.76,174444
6979.32,174483
6980.84,174521
6985.92,174648
6987.88,174697
6991.72,174793
6993.12,174828
7004.32,175108
7005.88,175147
7008,175200
7013,175325
7022,175550
7082.2,177055
